customer_id,acc_number,first_name,last_name,date_of_birth,address,state,city,phone_number,email_address,age,marital_status,number_of_dependents,occupation,employment_status,annual_income,income_sources
2721,209207000000,Samiha,Kuruvilla,30-Jan-87,"23, Vaidya Street, Bhimavaram-467932",Jharkhand,Gopalpur,3342337679,kimaya08@example.net,37,divorced,3,Local government officer,self-employed,412534,Business
2722,496294000000,Ryan,Kulkarni,16-Mar-90,"44, Kulkarni Road
Chennai-247864",Himachal Pradesh,Rajkot,4673236659,batraabram@example.org,34,married,2,Dispensing optician,self-employed,323424,Salary
2723,943076000000,Amira,Koshy,09-Feb-74,"H.No. 102
Gera Path
Bettiah-238677",Assam,Alwar,3354084961,divaninaaya@example.org,50,single,5,Occupational therapist,employed,1541574,Salary
2724,580660000000,Sahil,Balan,04-Apr-78,"H.No. 73, Brar Marg
Dhule 896771",Haryana,Tiruchirappalli,6279090672,keyabakshi@example.com,46,married,1,"Surveyor, mining",self-employed,1993495,Salary
2725,680367000000,Advika,Sood,10-Dec-99,"04/161, Sahota Road
Kamarhati-002694",Sikkim,Jamshedpur,3936948804,shayakchaudhary@example.com,24,married,2,Child psychotherapist,self-employed,1782035,Salary
2726,512298000000,Ahana ,Arya,22-Jan-59,"02/443
Kaul Path, Jaipur-232699",Himachal Pradesh,Kozhikode,2545939180,hyogi@example.org,65,single,0,Sports coach,unemployed,1791436,Business
2727,314203000000,Fateh,Uppal,21-Oct-92,"44/40
Shukla Nagar
Dewas 566591",Goa,Raichur,8133743924,sethyuvraj@example.com,31,divorced,5,Lobbyist,unemployed,323360,Salary
2728,134449000000,Neysa,Chakrabarti,14-May-88,"37/21, Brahmbhatt Street, Mau-815496",Odisha,Hospet,4320880737,priyansh59@example.org,36,divorced,0,Publishing copy,self-employed,325319,Salary
2729,237092000000,Himmat,Dani,07-Apr-53,"69, Rege, Ratlam 894348",Haryana,Rajahmundry,3823897925,yasmin29@example.com,71,single,1,"Designer, multimedia",employed,395132,Business
2730,384710000000,Hiran,Vora,04-Sep-85,"56, Raju Marg
Ghaziabad-009589",Meghalaya,Madhyamgram,5389548074,faiyaz77@example.com,38,married,2,Arts administrator,employed,1809433,Business
2731,892531000000,Kartik,Venkatesh,13-May-91,"57/37
Samra, Tadipatri-596733",Kerala,Bidar,6520088898,ramachandranbadal@example.org,33,divorced,1,Radiation protection practitioner,employed,640721,Business
2732,901775000000,Kanav,Saran,03-Oct-96,"86/91, Acharya Street
Suryapet-280941",Bihar,Ambala,7323190681,abram12@example.org,27,divorced,3,Tax inspector,employed,621177,Business
2733,424873000000,Mamooty,Sanghvi,04-Apr-74,"87/08
Sant Ganj, Kulti-146585",Madhya Pradesh,Kochi,3639097059,sarashanker@example.org,50,single,2,"Administrator, education",employed,1221549,Salary
2734,383785000000,Lakshit,Saini,09-Jun-91,"522
Bera Nagar
Hubli–Dharwad-966095",Assam,Medininagar,3469477560,navya67@example.net,33,married,1,"Education officer, community",unemployed,1985520,Business
2735,987355000000,Faiyaz,Varty,01-Jan-85,"23/623, Bali Nagar
Varanasi 389214",Karnataka,Jamshedpur,4427875124,fvarty@example.net,39,married,1,Commissioning editor,unemployed,866717,Business
2736,728106000000,Vivaan,Karpe,19-May-69,"H.No. 458, Kothari Circle
Sonipat 723954",Meghalaya,Aligarh,6445266083,kartiksoni@example.com,55,divorced,3,Public librarian,self-employed,887557,Salary
2737,148816000000,Emir,Chopra,08-Feb-86,"03/899
Bhalla Path, Amravati-910434",West Bengal,Hospet,2280071897,parinaazvasa@example.org,38,married,1,Clinical cytogeneticist,employed,1944644,Business
2738,418665000000,Zara,Rajan,14-May-59,"68/678, Gera Marg, Bhusawal 778946",Rajasthan,Erode,5489949942,divitbora@example.org,65,single,4,"Scientist, forensic",self-employed,1000052,Salary
2739,123081000000,Miraan,Lal,18-Dec-99,"37/45, Tank Zila
Rewa-226120",Bihar,Patiala,4106173925,oreddy@example.net,24,married,1,Technical author,self-employed,1181767,Salary
2740,441781000000,Sahil,Dara,17-Nov-94,"H.No. 40
Sheth
Kavali 378460",Manipur,Ranchi,5345736941,aryaayesha@example.net,29,married,3,Training and development officer,employed,1438230,Business
2741,340096000000,Divij,Koshy,03-Jul-56,"H.No. 706, Banerjee Road, Asansol-461887",Andhra Pradesh,Thiruvananthapuram,5189394375,tkaul@example.net,68,married,2,"Geologist, engineering",unemployed,630454,Salary
2742,898846000000,Jayesh,Ghose,18-May-70,"693
Korpal Street, Siwan-467878",Uttarakhand,Dhanbad,6633138778,reyanshchauhan@example.net,54,married,0,Amenity horticulturist,unemployed,489465,Salary
2743,948683000000,Raunak,Rastogi,11-Jan-81,"69/411
Rege Road, Hazaribagh-707878",Haryana,Gwalior,4537981479,lallhridaan@example.org,43,married,0,Tax adviser,employed,772211,Salary
2744,738107000000,Nehmat,Madan,02-Nov-75,"H.No. 238, Agrawal Ganj
Amritsar 782702",Karnataka,Bokaro,6884985854,suhana36@example.com,48,married,0,Chiropodist,unemployed,1409763,Business
2745,439150000000,Dishani,Khalsa,19-Dec-73,"H.No. 920, Handa Marg, Begusarai-821744",Arunachal Pradesh,Erode,2196418566,indrans00@example.com,50,married,3,Advertising account executive,employed,1588009,Salary
2746,451139000000,Ryan,Bansal,20-Sep-67,"H.No. 126
Kulkarni Marg, Srinagar-343516",Bihar,Nandyal,1129910119,sarmalavanya@example.org,56,divorced,5,Theatre manager,unemployed,915019,Business
2747,393211000000,Sana,Anand,13-Aug-68,"73/57, Buch Marg
Kollam 124210",Arunachal Pradesh,Buxar,3838698069,zbhargava@example.com,56,single,3,Aid worker,self-employed,1284136,Business
2748,468974000000,Ira,Edwin,23-Apr-57,"710
Chhabra Street
Lucknow 896173",Haryana,Kochi,2252871773,jayesh45@example.org,67,single,2,"Engineer, control and instrumentation",employed,1122643,Business
2749,692853000000,Rati,Batta,01-Nov-91,"787
Rastogi Street, Tirunelveli 035681",Telangana,Surat,8674860217,jivikavora@example.net,32,married,5,"Presenter, broadcasting",unemployed,1619122,Salary
2750,262687000000,Aradhya,Varkey,07-Apr-91,"H.No. 32
Dutt Zila
Gulbarga-728715",Uttar Pradesh,Ongole,2902516474,shethshalv@example.org,33,divorced,0,"Psychotherapist, child",unemployed,689320,Business
2751,695846000000,Kismat,Srinivas,09-Jan-73,"606, Kalita Ganj
Bulandshahr 503998",Arunachal Pradesh,Rampur,8763766712,shlokvenkataraman@example.net,51,single,3,"Conservator, furniture",unemployed,881396,Business
2752,680626000000,Jayesh,Badal,25-Jan-66,"H.No. 02
Sundaram Zila
Kota 781963",Nagaland,Malda,4761222794,cbala@example.org,58,divorced,5,Biomedical engineer,employed,592781,Salary
2753,294399000000,Nishith,Rama,24-Feb-03,"H.No. 82, Char Zila, Gopalpur-210731",Jharkhand,Faridabad,5684044365,brarfateh@example.com,21,married,3,"Surveyor, quantity",self-employed,649237,Business
2754,533733000000,Divit,Randhawa,21-Jul-53,"33/32
Lal Zila, North Dumdum-593852",Uttar Pradesh,Sambalpur,8939708171,vbajwa@example.org,71,married,2,"Therapist, sports",employed,560434,Business
2755,796541000000,Advik,Chaudhari,20-Oct-64,"070, Sarna Road
Mirzapur 645712",Punjab,Dehri,4624430942,chopraryan@example.org,59,single,5,Orthoptist,self-employed,1039058,Salary
2756,325802000000,Drishya,Sha,07-Apr-59,"03/757
Bansal Marg, Uluberia-624365",Uttar Pradesh,Kulti,6961326139,ira35@example.net,65,married,1,"Copywriter, advertising",employed,1697601,Salary
2757,241163000000,Himmat,Bora,28-Sep-75,"H.No. 67, Gandhi Street, Gwalior 871693",Maharashtra,Kalyan-Dombivli,9392011481,drishya70@example.net,48,married,3,Patent examiner,employed,1201082,Salary
2758,127167000000,Ishita,Kala,29-Oct-85,"70, Hans Circle, Ozhukarai-583638",Karnataka,Panchkula,8200051450,rohan96@example.org,38,divorced,0,Manufacturing engineer,employed,1974817,Salary
2759,862089000000,Eshani,Gera,10-Apr-64,"16/105
Chakrabarti Street
Sangli-Miraj & Kupwad 808160",Tamil Nadu,Mathura,2772638181,usahota@example.org,60,married,1,Haematologist,self-employed,393973,Business
2760,287815000000,Dishani,Issac,30-Dec-75,"H.No. 746, Kohli Marg, Amroha 483977",Rajasthan,Jodhpur,3421088018,kimayalalla@example.net,48,divorced,1,Television floor manager,self-employed,1736273,Business
2761,881663000000,Saksham,Jani,13-Feb-51,"13/522
Ramaswamy Street
Jodhpur-436354",Gujarat,Surendranagar Dudhrej,3311425468,vivaan13@example.com,73,married,1,Glass blower/designer,employed,549299,Business
2762,883324000000,Arnav,Karnik,26-Dec-64,"66
Chokshi Path
Imphal 382666",Uttarakhand,Sirsa,2515033257,tarinibaria@example.com,59,single,1,Music tutor,unemployed,499329,Business
2763,896120000000,Kiaan,Tailor,30-Nov-91,"H.No. 15
Jhaveri Path
Surat 697497",Karnataka,Pali,6659019107,dyalkiara@example.net,32,married,3,Speech and language therapist,unemployed,546584,Business
2764,524046000000,Zeeshan,Kara,13-Oct-77,"66/19, Din Circle
Bhimavaram 064742",Mizoram,Raiganj,2884680257,hsahota@example.net,46,married,1,Futures trader,unemployed,1007759,Salary
2765,872275000000,Jhanvi,Chad,17-Jun-82,"287, Gara, Muzaffarpur 463261",Kerala,Bhiwandi,9940910948,oorja11@example.com,42,married,5,Forest/woodland manager,employed,1593305,Salary
2766,915212000000,Pari,Suri,29-Aug-62,"46, Sarkar Path, Khora  853146",Rajasthan,Kadapa,1556544356,ccontractor@example.org,61,single,4,Insurance claims handler,employed,966971,Salary
2767,177023000000,Divyansh,Gour,16-Apr-63,"H.No. 17, Sridhar, Burhanpur-682161",Karnataka,Avadi,4634257597,indrajitchhabra@example.com,61,divorced,1,"Engineer, civil (consulting)",employed,1690609,Business
2768,422999000000,Ojas,Ahuja,16-Nov-61,"H.No. 930, Borra Zila
Tadipatri-877621",Odisha,Kolhapur,5284822949,aradhya08@example.net,62,divorced,3,Amenity horticulturist,employed,519731,Business
2769,554057000000,Myra,Devan,07-Oct-02,"13/581, Edwin Street, Bhagalpur 537439",Jharkhand,Shahjahanpur,8754667662,seher20@example.org,21,married,3,"Surveyor, planning and development",unemployed,914238,Salary
2770,271559000000,Lavanya,Sathe,03-Aug-77,"00, Agarwal Chowk
Mirzapur 741289",Punjab,Hajipur,7649079764,saranarmaan@example.com,47,divorced,1,Call centre manager,self-employed,1367077,Business
2771,715089000000,Mishti,Tella,18-Oct-96,"H.No. 59, Johal Marg
Jehanabad 592195",Maharashtra,Karawal Nagar,6102195657,abaria@example.com,27,married,4,"Teacher, English as a foreign language",employed,620917,Business
2772,292486000000,Divyansh,Sawhney,26-Feb-88,"841
Atwal Road, Nagercoil 195610",Rajasthan,Dehri,1292614925,contractorshayak@example.com,36,married,4,"Engineer, maintenance (IT)",self-employed,1227081,Business
2773,512748000000,Piya,Jhaveri,20-Oct-78,"H.No. 663, Mani Circle, Ahmedabad 503162",Jharkhand,Patna,8528479490,xdhingra@example.com,45,married,3,"Administrator, charities/voluntary organisations",self-employed,1097747,Business
2774,726294000000,Anay,Ray,03-Dec-82,"H.No. 96
Walia Circle
Panchkula-642896",Tripura,Durgapur,4212347567,lakshaybhagat@example.org,41,married,4,Best boy,employed,1637044,Salary
2775,518345000000,Divij,Chandran,04-Apr-52,"H.No. 25
Varughese Street
Kavali-866278",Andhra Pradesh,Chittoor,5949861740,vchopra@example.net,72,married,4,Colour technologist,unemployed,1141119,Business
2776,913321000000,Madhup,Suri,22-Oct-71,"76/21
Khare, Haridwar 921917",Haryana,Karawal Nagar,4759070155,sanghvitanya@example.com,52,divorced,3,Mudlogger,unemployed,1227174,Salary
2777,435742000000,Tushar,Dara,12-Dec-92,"855, Tara Path
Ambarnath 034049",Sikkim,Naihati,4335284851,dewansaanvi@example.org,31,married,4,Environmental manager,unemployed,893146,Salary
2778,509608000000,Purab,Chad,30-Jun-68,"53
Acharya Zila, Karimnagar 532973",Assam,Dewas,5748237700,bijutrivedi@example.net,56,married,3,Television/film/video producer,employed,785575,Business
2779,662751000000,Trisha,Dewan,28-Sep-95,"505, Deshpande
Satna 443391",Goa,Sambhal,6300019225,himmat01@example.com,28,married,2,Art gallery manager,employed,1583833,Salary
2780,158136000000,Samiha,Sangha,22-Jun-91,"86/65, Dani Ganj, Chennai-379854",Tripura,Silchar,7130625875,urege@example.com,33,married,0,Systems developer,unemployed,318532,Salary
2781,314561000000,Yuvraj ,Maharaj,28-Apr-00,"892
Lal Street
Vijayawada-200391",Telangana,Medininagar,5905678217,neelofar13@example.com,24,divorced,4,Trading standards officer,self-employed,1331235,Salary
2782,869800000000,Sayali,Jagdale,09-Jun-03,"42/59, Ravi Nagar
Tiruchirappalli 233176",Meghalaya,Katni,9561511270,sayalijagdale572@gmail.com,21,single,5,Fashion designer,employed,664734,Salary
2783,822079000000,Nayantara,Trivedi,05-Apr-57,"657, Tripathi Zila
Kolkata-588725",Assam,Faridabad,7763349248,ochoudhary@example.com,67,married,1,"Surveyor, mining",unemployed,429026,Salary
2784,948169000000,Shray,Varma,20-Nov-05,"00/287, Sharma Marg
Rajpur Sonarpur 180026",Rajasthan,North Dumdum,2263444829,boasedamini@example.org,18,divorced,0,"Horticulturist, amenity",self-employed,484217,Business
2785,111366000000,Ojas,Sha,01-Jul-54,"84
Venkatesh, Panchkula 824519",Andhra Pradesh,Tirunelveli,4464434909,pbuch@example.com,70,married,5,Hydrologist,employed,349977,Salary
2786,491767000000,Navya,Kaur,01-Jun-85,"H.No. 709
Aurora Marg, Akola-372181",Himachal Pradesh,Kavali,4210981853,jiyakulkarni@example.org,39,divorced,1,Market researcher,self-employed,1747235,Business
2787,186426000000,Sahil,Arora,19-Nov-95,"82, Suresh, Kalyan-Dombivli-259381",Bihar,Mango,1647536305,taran07@example.net,28,married,2,"Scientist, physiological",employed,860985,Business
2788,378080000000,Mahika,Sunder,20-Nov-68,"67/44
Verma Circle, Panipat-908431",Karnataka,Raichur,5852286853,oray@example.org,55,married,5,"Scientist, research (physical sciences)",unemployed,770241,Salary
2789,570177000000,Kartik,Golla,06-Jun-66,"17
Maharaj Chowk, Malegaon-542431",Bihar,Bhubaneswar,3655643855,jchoudhury@example.net,58,married,1,Music therapist,unemployed,1352472,Business
2790,774507000000,Saksham,Samra,16-Jan-66,"710
Madan Chowk, Rampur 333713",Himachal Pradesh,Howrah,4185214409,indranilloyal@example.com,58,married,5,"Production assistant, radio",unemployed,902537,Salary
2791,218668000000,Vihaan,Sridhar,02-Apr-50,"26/561, Kibe Zila, Phusro-624813",Jharkhand,Srinagar,8366419726,swaminathananika@example.com,74,married,0,"Therapist, drama",self-employed,1955866,Salary
2792,208564000000,Pranay,Raman,25-Dec-74,"05/90
Karpe Nagar, Ujjain 242654",Jharkhand,Jehanabad,2279264483,divij19@example.net,49,single,2,Further education lecturer,self-employed,370687,Business
2793,348621000000,Abram,Dyal,29-Apr-93,"H.No. 69, Singh Chowk
Ratlam 287722",Nagaland,Kollam,8615438872,bariaeva@example.org,31,divorced,1,Film/video editor,employed,1973500,Business
2794,748553000000,Parinaaz,Mannan,31-Aug-96,"32/966, Sangha Circle
Ulhasnagar-636531",Odisha,North Dumdum,7540236781,vidur27@example.net,27,single,5,Recycling officer,self-employed,1278748,Salary
2795,518152000000,Yuvraj ,Kunda,11-Jul-86,"56/191
Ramachandran Zila, Aligarh-061867",Rajasthan,Uluberia,3178526185,sampathsamaira@example.org,38,married,1,Secondary school teacher,unemployed,1722372,Business
2796,309411000000,Jiya,Hari,16-Feb-89,"76
Varma Street
Ulhasnagar-042389",Madhya Pradesh,Raichur,2881768487,kandavihaan@example.net,35,divorced,5,Therapeutic radiographer,employed,482257,Salary
2797,526794000000,Khushi,Comar,13-Apr-65,"244, Halder Marg, Nangloi Jat 976846",Tamil Nadu,Bhubaneswar,2875303895,ladrania@example.org,59,single,3,Customer service manager,employed,1709513,Business
2798,239632000000,Renee,Tiwari,01-Jun-55,"96
Raval Circle, Kolhapur-352109",Jharkhand,Kadapa,4303030972,bbakshi@example.org,69,married,3,Publishing rights manager,unemployed,732961,Business
2799,415445000000,Nirvaan,Sarkar,12-Sep-03,"H.No. 725, Wadhwa Road, Chinsurah-799448",Odisha,Kakinada,5152970114,wmagar@example.net,20,married,4,Translator,self-employed,1962828,Business
2800,919714000000,Badal,Balan,08-Dec-98,"H.No. 66, Sundaram Chowk, Maheshtala-024298",Odisha,Ajmer,5149826236,adahsawhney@example.net,25,married,2,"Designer, industrial/product",unemployed,1768505,Business
2801,749020000000,Vritika,Dugar,23-Oct-59,"H.No. 21, Dixit Path, Bhilai-099035",Mizoram,Singrauli,7452500927,psoni@example.org,64,single,0,Hydrologist,employed,1309706,Business
2802,620647000000,Zeeshan,Mandal,07-Oct-82,"00/440
Sama Street, Tirupati 065565",Andhra Pradesh,Tirunelveli,1171743784,ira94@example.net,41,divorced,0,Textile designer,unemployed,1172705,Business
2803,224402000000,Hiran,Ahuja,18-Apr-85,"H.No. 55
Gill Marg
Bhiwandi-716444",Manipur,Giridih,7498899452,khannaryan@example.com,39,married,5,Associate Professor,employed,714368,Business
2804,611382000000,Rhea,Mangat,30-Sep-59,"20/25
Krishnan Path
Bhubaneswar 430616",Madhya Pradesh,Chandigarh,7572288309,bainsonkar@example.org,64,single,0,Building surveyor,self-employed,1087548,Business
2805,983599000000,Myra,Ahluwalia,27-Jul-75,"H.No. 921
Sood Ganj
Bhalswa Jahangir Pur 030300",Uttarakhand,Secunderabad,6102553570,thakurdivyansh@example.org,49,married,2,Financial adviser,self-employed,1789038,Business
2806,366805000000,Yuvaan,Zacharia,11-Sep-03,"49, Vyas Nagar, Raichur-944070",Manipur,Gwalior,7801758382,shaan95@example.org,20,married,3,Multimedia specialist,unemployed,1493339,Business
2807,796760000000,Tara,Sehgal,29-May-63,"H.No. 84, Barman Zila, Parbhani-282838",Himachal Pradesh,Aligarh,3393047913,vivaan52@example.net,61,married,4,"Administrator, sports",employed,1657363,Salary
2808,541382000000,Divyansh,Khanna,23-Mar-99,"509
Chatterjee Circle
Surendranagar Dudhrej-756097",Gujarat,Mangalore,3747616491,zagrawal@example.org,25,married,1,Historic buildings inspector/conservation officer,self-employed,676561,Business
2809,174845000000,Divit,Dugal,12-Oct-52,"26/598
Master Road, Anand 913573",Haryana,Jehanabad,8180773459,daurora@example.org,71,single,0,Furniture designer,unemployed,996503,Business
2810,904298000000,Divyansh,Tata,08-Jul-95,"H.No. 525, Atwal Nagar, Belgaum 797025",Chhattisgarh,Mira-Bhayandar,1667304998,wablejayan@example.net,29,married,0,Politician's assistant,unemployed,1263474,Salary
2811,992483000000,Indrajit,Char,17-Nov-60,"59/601
Bera Circle, Shimla 218684",Maharashtra,Machilipatnam,7897206835,jsarna@example.com,63,single,5,"Scientist, biomedical",self-employed,1635499,Salary
2812,214052000000,Kashvi,Thaman,08-Apr-55,"H.No. 10
Sandhu Ganj, Gopalpur 214545",Karnataka,Ajmer,4309580878,gokul60@example.net,69,single,3,Adult guidance worker,unemployed,790225,Business
2813,296639000000,Anya,Tara,24-Jul-78,"42/946
Sani Street, Anantapuram 269936",Sikkim,Vijayanagaram,4339655512,irabarad@example.org,46,married,1,"Conservator, furniture",unemployed,1532192,Salary
2814,884515000000,Madhav,Chand,29-Oct-54,"44, Srinivas, Bihar Sharif-125595",Madhya Pradesh,Satna,7936102337,otella@example.org,69,married,5,Phytotherapist,employed,806665,Business
2815,137942000000,Saksham,Som,30-Oct-80,"594, Brar Path
Singrauli 800663",Chhattisgarh,Thiruvananthapuram,1188309358,shamikkala@example.com,43,married,0,Toxicologist,unemployed,438720,Business
2816,912743000000,Eshani,Bali,05-Jun-04,"21
Srivastava Circle
Thrissur 168546",Mizoram,Kochi,6486161666,gourraghav@example.net,20,single,4,"Doctor, general practice",employed,1370939,Business
2817,579024000000,Jayant,Mammen,25-Apr-68,"855, Sethi, Mathura-993456",Tamil Nadu,Kumbakonam,4947642430,amani19@example.org,56,single,1,Financial risk analyst,self-employed,746054,Salary
